,Homeowner,Number_of_Children,Income,Gender,Wealth,Avg_Home_Value,Median_Family_Income,Average_Family_Income,Number_of_Promotions,Lifetime_Gifts_TD,Max_Gifts_TD,Recent_Gift,Months_Since_Last_Donation,Timelag,Avg_Gift,Donor,Donation_Amt,Percent_Donation
2036,1,1,7,1,9,3914,754,816,61,140.0,25.0,15.0,33,8,15.55555556,1,15.0,1.8382352941176472
2037,1,1,4,1,4,597,307,369,52,134.0,24.0,24.0,37,14,14.88888889,1,38.0,10.29810298102981
2039,1,1,2,1,8,514,278,315,58,82.0,11.0,8.0,37,26,7.454545455,1,9.0,2.857142857142857
2042,1,1,2,0,2,1042,278,303,53,87.0,20.0,20.0,31,9,9.666666667000001,1,10.0,3.3003300330033
2044,1,1,7,0,5,2164,515,559,52,100.0,13.0,13.0,31,9,9.090909091,1,11.0,1.9677996422182469
2045,1,1,4,1,5,813,386,423,72,623.0,27.0,27.0,31,3,17.8,1,20.0,4.7281323877068555
2046,1,1,4,1,8,409,283,306,25,61.0,14.0,9.0,33,6,10.16666667,1,11.0,3.594771241830065
2048,1,1,4,1,0,494,232,265,38,48.0,12.0,5.0,32,4,8.0,1,5.0,1.8867924528301887
2049,1,1,4,0,6,486,360,366,56,84.0,15.0,15.0,37,15,10.5,1,15.0,4.098360655737705
2050,1,1,4,1,1,1507,253,329,56,72.0,20.0,19.0,18,10,12.0,1,25.0,7.598784194528875
2053,1,1,4,0,1,2247,602,605,47,52.0,7.0,5.0,34,4,3.25,1,7.0,1.1570247933884297
2054,0,1,1,1,8,1445,430,478,36,181.0,25.0,18.0,28,4,16.45454546,1,20.0,4.184100418410042
2057,1,1,4,1,9,2374,548,579,71,128.5,10.0,3.0,30,6,4.431034483,1,5.0,0.8635578583765112
2058,1,1,7,1,9,1996,750,837,41,83.0,10.0,9.0,29,2,6.916666667,1,10.0,1.1947431302270013
2060,0,1,3,1,7,388,401,412,94,174.0,15.0,14.0,20,7,12.42857143,1,14.0,3.3980582524271843
2061,1,1,1,1,7,541,404,402,45,124.0,10.0,10.0,30,2,8.266666667,1,10.0,2.4875621890547266
2065,1,1,2,1,1,649,261,311,49,238.0,28.0,27.0,37,12,26.44444444,1,20.0,6.430868167202572
2066,1,1,4,1,9,1182,562,601,39,73.0,20.0,17.0,29,12,14.6,1,19.0,3.1613976705490847
2067,1,1,2,1,1,369,165,216,90,206.0,10.0,10.0,17,13,7.62962963,1,5.0,2.314814814814815
2068,1,1,4,1,8,695,398,419,42,123.0,36.0,36.0,37,8,30.75,1,51.0,12.17183770883055
2075,0,1,2,1,8,510,206,258,15,15.0,15.0,15.0,37,5,15.0,1,25.0,9.689922480620156
2076,1,1,6,0,6,510,382,422,56,72.0,10.0,10.0,34,5,8.0,1,10.0,2.3696682464454977
2078,1,1,1,0,8,269,251,288,33,35.0,20.0,20.0,31,9,11.66666667,1,15.0,5.208333333333334
2080,1,1,4,0,8,2667,577,671,35,46.0,10.0,10.0,35,10,7.666666667,1,15.0,2.235469448584203
2082,1,1,4,0,5,461,310,323,62,104.0,7.0,5.0,32,1,2.971428571,1,3.0,0.9287925696594427
2087,0,1,1,1,4,633,338,376,57,145.0,9.0,9.0,30,3,6.590909091,1,7.0,1.8617021276595744
2088,1,1,6,0,8,527,250,261,35,63.0,10.0,6.0,31,9,7.875,1,10.0,3.8314176245210727
2089,1,1,7,0,8,838,298,334,28,35.0,15.0,15.0,31,11,11.66666667,1,15.0,4.491017964071856
2092,1,1,5,1,7,1179,461,450,72,377.0,35.0,25.0,31,17,20.94444444,1,21.0,4.666666666666667
2093,1,1,5,1,8,1426,550,602,25,25.0,10.0,10.0,32,3,6.25,1,10.0,1.6611295681063125
2094,1,1,4,0,5,1424,367,541,35,100.0,20.0,20.0,32,14,16.66666667,1,20.0,3.6968576709796674
2095,1,1,2,0,6,857,365,401,57,116.0,12.0,6.0,28,9,8.923076923,1,13.0,3.2418952618453867
2096,1,1,7,0,8,4087,637,708,36,35.0,10.0,5.0,30,1,8.75,1,10.0,1.4124293785310735
2101,1,1,2,0,8,1735,345,366,55,83.0,11.0,9.0,28,26,5.533333333,1,8.0,2.185792349726776
2103,1,1,4,0,2,591,310,356,63,77.0,11.0,11.0,37,9,4.277777778,1,25.0,7.02247191011236
2104,0,1,4,1,5,549,300,351,43,94.0,7.0,6.0,28,6,4.272727273,1,5.0,1.4245014245014245
2105,0,1,2,1,8,594,158,202,26,31.0,6.0,5.0,28,2,5.166666667,1,5.0,2.4752475247524752
2107,0,1,5,1,8,602,314,354,52,75.0,9.0,8.0,31,3,7.5,1,8.0,2.2598870056497176
2108,1,1,5,0,8,1009,315,363,33,57.0,25.0,20.0,36,6,14.25,1,19.0,5.234159779614325
2109,1,1,6,0,7,2240,541,523,114,247.0,10.0,10.0,32,5,6.5,1,10.0,1.9120458891013385
2112,0,1,2,1,8,780,453,503,20,20.0,10.0,5.0,32,4,6.666666667,1,3.0,0.5964214711729622
2117,1,1,4,1,8,484,315,352,62,150.0,11.0,8.0,22,0,6.818181817999999,1,16.0,4.545454545454546
2121,0,1,5,1,8,658,347,385,21,20.0,10.0,10.0,31,2,6.666666667,1,10.0,2.5974025974025974
2122,1,1,4,0,8,1288,502,525,19,25.0,25.0,25.0,36,5,25.0,1,30.0,5.714285714285714
2124,1,1,4,1,4,494,357,372,61,103.0,15.0,10.0,29,4,9.363636364,1,5.0,1.3440860215053763
2125,1,1,4,1,2,502,260,302,48,133.0,13.0,13.0,31,9,11.08333333,1,11.0,3.642384105960265
2128,1,1,6,1,8,3161,770,768,25,50.0,14.0,14.0,31,5,12.5,1,15.0,1.953125
2129,1,1,1,1,5,2209,417,456,67,123.0,14.0,14.0,36,2,8.2,1,5.0,1.0964912280701753
2133,1,1,1,1,8,267,261,305,52,70.0,5.0,3.0,18,5,3.1818181819999998,1,3.0,0.9836065573770493
2135,1,1,4,1,4,510,227,276,69,145.0,16.0,16.0,31,5,10.35714286,1,10.0,3.6231884057971016
2136,0,1,4,1,9,404,278,328,58,130.0,30.0,30.0,37,8,18.57142857,1,50.0,15.24390243902439
2137,1,1,4,1,6,2229,492,554,54,81.0,15.0,15.0,36,7,11.57142857,1,15.0,2.707581227436823
2138,0,1,2,1,8,521,319,345,60,82.0,10.0,8.0,31,30,6.833333333,1,10.0,2.898550724637681
2140,0,1,5,0,9,4672,534,609,49,89.0,13.0,10.0,30,10,9.888888889,1,11.0,1.8062397372742198
2146,0,1,1,1,8,874,338,376,43,86.0,13.0,11.0,29,4,7.166666667,1,10.0,2.6595744680851063
2147,1,1,4,1,4,528,364,384,68,77.0,5.0,3.0,31,5,3.08,1,3.0,0.78125
2148,1,1,5,1,8,1691,511,645,33,54.0,12.0,6.0,30,7,9.0,1,10.0,1.550387596899225
2149,0,1,2,1,8,538,265,298,32,46.0,15.0,15.0,31,15,11.5,1,20.0,6.7114093959731544
2150,1,1,2,1,8,908,515,635,57,100.0,5.0,3.0,28,3,3.7037037039999996,1,4.0,0.6299212598425197
2154,1,1,4,1,8,963,349,399,40,91.0,10.0,10.0,31,2,6.066666667000001,1,7.0,1.7543859649122806
2155,1,1,5,0,8,1786,358,472,28,42.0,17.0,17.0,30,9,14.0,1,16.0,3.389830508474576
2158,1,1,4,1,7,1090,506,548,76,486.0,15.0,10.0,36,1,9.918367347,1,10.0,1.824817518248175
2164,1,1,7,1,8,750,438,454,21,40.0,25.0,15.0,33,4,20.0,1,25.0,5.506607929515418
2167,1,1,4,1,8,3126,773,824,76,377.0,100.0,100.0,28,3,53.85714286,1,101.0,12.257281553398059
2168,1,1,4,1,2,525,231,299,58,107.0,20.0,15.0,32,2,8.916666667000001,1,5.0,1.6722408026755853
2169,0,1,4,0,3,598,307,359,90,270.0,15.0,15.0,19,3,9.310344828,1,12.0,3.3426183844011144
2170,1,1,5,1,8,1101,430,520,56,153.0,25.0,20.0,21,8,15.3,1,20.0,3.8461538461538463
2171,1,1,4,1,8,1122,499,582,29,38.0,10.0,10.0,29,6,7.6,1,10.0,1.718213058419244
2172,1,1,4,1,0,933,171,220,41,91.0,30.0,30.0,31,9,18.2,1,27.0,12.272727272727273
2173,1,1,4,1,8,783,371,442,22,30.0,15.0,15.0,37,5,15.0,1,21.0,4.751131221719457
2174,1,1,4,0,7,769,293,325,62,341.0,15.0,10.0,31,3,9.472222222000001,1,10.0,3.076923076923077
2177,1,1,5,1,5,1828,426,489,77,123.0,5.0,5.0,29,6,3.0,1,4.0,0.81799591002045
2181,1,1,4,1,8,536,350,389,28,60.0,20.0,20.0,29,2,12.0,1,10.0,2.570694087403599
2182,0,1,1,0,8,592,304,334,55,147.0,13.0,12.0,29,9,9.1875,1,12.0,3.592814371257485
2184,0,1,1,1,6,1075,449,455,85,196.0,15.0,10.0,30,1,10.31578947,1,10.0,2.197802197802198
2185,0,1,2,0,8,282,163,218,22,32.0,7.0,7.0,31,4,5.333333333,1,6.0,2.7522935779816518
2189,1,1,2,0,8,410,357,374,59,93.0,10.0,7.0,26,7,6.642857143,1,10.0,2.6737967914438503
2190,1,1,4,0,7,499,283,331,40,54.0,20.0,20.0,35,15,13.5,1,10.0,3.0211480362537766
2191,1,1,7,1,8,1012,568,602,47,72.0,13.0,7.0,33,4,6.545454546,1,4.0,0.6644518272425249
2192,1,1,5,1,6,614,325,345,54,115.0,12.0,11.0,28,5,8.214285713999999,1,12.0,3.4782608695652173
2193,1,1,7,1,8,3570,601,629,25,27.0,7.0,7.0,29,2,5.4,1,6.0,0.9538950715421303
2194,0,1,4,1,8,532,339,355,26,45.0,10.0,7.0,32,4,5.625,1,8.0,2.2535211267605635
2197,1,1,4,1,8,536,332,331,15,20.0,20.0,20.0,37,5,20.0,1,5.0,1.5105740181268883
2198,1,1,4,1,2,368,207,239,68,152.0,6.0,5.0,32,6,4.606060606000001,1,5.0,2.092050209205021
2199,1,1,4,0,8,497,283,320,24,48.0,20.0,13.0,28,4,12.0,1,14.0,4.375
2200,0,1,1,1,8,1852,446,597,38,55.0,10.0,8.0,32,4,5.5,1,13.0,2.1775544388609713
2202,0,1,4,1,2,502,260,302,58,108.0,11.0,10.0,32,16,8.307692308,1,10.0,3.3112582781456954
2203,1,1,2,1,8,696,219,267,72,87.25,7.0,7.0,30,4,4.5921052630000005,1,5.0,1.8726591760299627
2205,1,1,5,1,8,394,247,299,23,60.0,25.0,10.0,28,7,20.0,1,20.0,6.688963210702341
2206,1,1,4,1,8,744,305,363,30,27.0,5.0,5.0,34,6,3.857142857,1,4.0,1.1019283746556474
2208,0,1,1,1,0,1425,191,249,69,157.0,7.0,6.0,28,9,4.243243243,1,8.0,3.2128514056224895
2212,0,1,5,0,7,3078,518,559,43,100.0,10.0,10.0,31,3,8.333333332999999,1,5.0,0.8944543828264758
2213,1,1,4,0,8,1740,281,327,24,55.0,30.0,30.0,31,6,27.5,1,100.0,30.58103975535168
2214,0,1,5,1,0,336,171,211,77,1174.0,50.0,25.0,30,3,21.34545455,1,15.0,7.109004739336493
2215,1,1,5,1,8,1141,564,623,62,76.0,5.0,5.0,27,4,4.75,1,5.0,0.8025682182985553
2216,0,1,1,1,8,692,271,330,36,69.0,5.0,3.0,28,3,3.285714286,1,3.0,0.9090909090909091
2222,1,1,6,1,1,1116,275,319,47,76.5,5.0,2.0,30,4,2.637931035,1,3.0,0.9404388714733543
2224,1,1,4,1,8,1154,351,511,29,39.0,6.0,5.0,29,3,4.875,1,5.0,0.9784735812133072
2226,1,1,6,0,8,3705,558,599,34,60.0,9.0,8.0,30,6,6.666666667,1,10.0,1.669449081803005
2227,1,1,4,1,3,835,289,335,73,158.0,12.0,10.0,37,9,8.777777777999999,1,7.0,2.0895522388059704
2228,0,1,1,1,6,316,288,295,82,145.0,5.0,5.0,30,6,3.815789474,1,5.0,1.694915254237288
2230,1,1,4,1,3,584,239,332,60,62.0,5.0,5.0,31,15,4.428571429,1,2.0,0.6024096385542169
2233,1,1,4,0,8,1213,467,516,45,51.5,5.0,3.0,31,4,3.21875,1,3.0,0.5813953488372093
2234,1,1,2,0,7,863,419,484,93,234.0,14.0,9.0,21,8,7.548387097000001,1,8.0,1.6528925619834711
2238,1,1,7,0,8,2882,497,555,31,27.0,10.0,10.0,34,3,4.5,1,25.0,4.504504504504505
2239,0,1,5,1,8,723,312,323,23,27.0,10.0,7.0,28,4,6.75,1,9.0,2.786377708978328
2240,0,1,1,1,8,1953,445,483,71,108.0,11.0,10.0,31,4,3.857142857,1,10.0,2.070393374741201
2241,1,1,3,1,8,547,323,366,26,60.0,10.0,10.0,28,1,8.571428571,1,15.0,4.098360655737705
2242,1,1,7,1,9,1082,457,482,79,190.0,10.0,10.0,29,6,10.0,1,10.0,2.0746887966804977
2245,1,1,5,0,3,361,228,303,47,111.0,12.0,10.0,30,11,8.538461539,1,11.0,3.6303630363036308
2248,1,1,4,0,8,665,308,314,16,15.0,15.0,15.0,37,5,15.0,1,21.0,6.687898089171974
2249,0,1,3,1,8,4345,285,378,25,40.0,10.0,10.0,28,4,10.0,1,15.0,3.968253968253968
2250,1,1,4,0,7,2254,495,507,78,166.0,21.0,20.0,29,5,9.764705882000001,1,20.0,3.9447731755424065
2251,1,1,7,0,8,907,287,391,46,51.0,10.0,10.0,30,20,7.285714286,1,10.0,2.557544757033248
2252,0,1,4,1,8,564,202,317,35,82.0,20.0,12.0,31,6,13.66666667,1,11.0,3.4700315457413247
2253,1,1,4,1,7,886,420,475,70,132.0,9.0,5.0,30,10,4.258064516,1,5.0,1.0526315789473684
2254,1,1,6,0,2,880,291,319,66,73.0,5.0,3.0,29,4,3.173913044,1,5.0,1.5673981191222568
2258,0,1,4,1,0,648,254,320,74,148.0,5.0,3.0,34,4,3.14893617,1,4.0,1.25
2262,1,1,4,1,8,493,161,245,17,25.0,25.0,25.0,37,5,25.0,1,25.0,10.204081632653061
2263,1,1,4,0,8,1133,390,437,22,30.0,30.0,30.0,37,5,30.0,1,30.0,6.864988558352403
2264,1,1,4,0,8,615,327,352,40,115.0,20.0,20.0,29,5,16.42857143,1,20.0,5.681818181818182
2268,0,1,5,0,8,857,334,398,25,33.0,7.0,7.0,29,3,5.5,1,8.0,2.0100502512562812
2270,0,1,5,0,8,1700,605,684,22,55.0,25.0,10.0,29,7,18.33333333,1,20.0,2.923976608187134
2271,1,1,5,0,9,989,551,594,65,204.0,30.0,10.0,25,5,12.75,1,25.0,4.208754208754209
2274,0,1,1,1,1,221,199,230,66,84.0,10.0,3.0,32,9,2.7096774189999997,1,2.0,0.8695652173913043
2281,1,1,4,1,5,550,72,135,73,184.0,10.0,6.0,36,3,5.935483871000001,1,10.0,7.4074074074074066
2282,1,1,4,1,8,998,332,359,22,37.0,15.0,15.0,28,5,12.33333333,1,12.0,3.3426183844011144
2284,1,1,4,1,8,1375,279,203,34,57.0,25.0,25.0,37,6,14.25,1,25.0,12.31527093596059
2286,1,1,4,1,6,2109,389,471,65,114.0,10.0,10.0,33,7,6.705882353,1,5.0,1.0615711252653928
2287,1,1,2,0,8,3011,307,384,64,71.0,7.0,5.0,28,12,4.4375,1,5.0,1.3020833333333335
2288,0,1,6,1,8,671,432,481,25,45.0,10.0,10.0,28,5,9.0,1,10.0,2.079002079002079
2290,1,1,4,1,9,2332,515,670,41,73.0,15.0,15.0,31,13,8.111111111,1,5.0,0.7462686567164178
2298,0,1,2,1,3,783,340,416,66,163.0,16.0,10.0,34,6,10.86666667,1,11.0,2.644230769230769
2301,0,1,2,0,8,423,252,281,34,76.0,12.0,10.0,29,6,6.333333333,1,8.0,2.8469750889679712
2303,1,1,5,1,3,494,330,366,103,233.0,25.0,25.0,31,3,12.2631579,1,20.0,5.46448087431694
2307,1,1,7,1,9,963,505,511,60,87.0,10.0,10.0,35,11,7.25,1,10.0,1.9569471624266144
2308,1,1,4,0,8,609,311,339,20,42.0,22.0,22.0,32,5,21.0,1,21.0,6.1946902654867255
2310,1,1,4,1,3,451,294,319,55,42.0,5.0,5.0,31,21,2.625,1,5.0,1.5673981191222568
2311,1,1,4,0,8,751,431,512,48,70.0,14.0,5.0,29,25,8.75,1,8.0,1.5625
2313,1,1,4,1,3,1034,455,482,83,141.0,10.0,8.0,30,5,7.05,1,5.0,1.0373443983402488
2316,0,1,7,1,4,274,259,280,55,97.0,11.0,3.0,28,22,6.928571429,1,10.0,3.571428571428571
2317,1,1,2,1,8,888,288,390,25,64.0,17.0,15.0,18,6,16.0,1,10.0,2.564102564102564
2319,1,1,4,0,8,535,355,365,18,25.0,25.0,25.0,37,5,25.0,1,45.0,12.32876712328767
2324,0,1,3,0,3,578,205,251,66,144.0,14.0,14.0,30,6,10.28571429,1,15.0,5.9760956175298805
2326,1,1,4,1,4,1266,410,433,60,90.0,12.0,12.0,31,3,6.923076922999999,1,10.0,2.3094688221709005
2327,1,1,2,0,8,377,189,271,28,80.0,10.0,10.0,31,2,10.0,1,5.0,1.8450184501845017
2332,1,1,6,1,8,5769,1340,1144,29,80.0,20.0,15.0,32,7,16.0,1,15.0,1.3111888111888113
2337,1,1,7,1,8,1111,357,413,24,38.0,12.0,12.0,28,5,9.5,1,8.0,1.937046004842615
2338,1,1,4,1,8,2165,518,543,88,260.0,5.0,5.0,19,1,5.0,1,5.0,0.9208103130755065
2341,0,1,2,1,6,652,338,345,83,433.0,25.0,22.0,28,25,16.65384615,1,25.0,7.246376811594203
2342,1,1,7,0,8,1855,422,543,47,60.0,20.0,5.0,37,2,8.571428571,1,5.0,0.9208103130755065
2343,1,1,4,0,8,1208,496,501,104,404.0,25.0,14.0,17,5,13.46666667,1,15.0,2.9940119760479043
2345,1,1,4,1,8,449,147,213,33,48.0,6.0,5.0,31,12,4.3636363639999995,1,5.0,2.3474178403755865
2347,1,1,6,1,8,3059,749,785,23,60.0,25.0,20.0,29,6,20.0,1,20.0,2.547770700636943
2349,1,1,3,0,8,699,271,333,52,47.0,5.0,3.0,28,7,3.916666667,1,3.0,0.9009009009009009
2350,1,1,5,1,8,2610,616,621,22,30.0,15.0,15.0,32,5,15.0,1,30.0,4.830917874396135
2351,1,1,5,0,9,765,646,761,69,144.0,15.0,10.0,31,8,9.6,1,16.0,2.102496714848883
2352,1,1,6,1,5,2720,508,543,78,108.25,7.0,7.0,30,5,3.491935484,1,25.0,4.6040515653775325
2353,1,1,4,1,3,482,336,323,78,193.0,10.0,8.0,32,5,6.892857143,1,9.0,2.786377708978328
2354,0,1,1,1,8,584,221,277,54,92.0,15.0,15.0,33,6,9.2,1,21.0,7.581227436823104
2355,1,1,3,1,8,532,263,329,28,29.0,15.0,15.0,37,2,9.666666667000001,1,10.0,3.0395136778115504
2357,1,1,7,1,8,1024,366,399,45,89.0,9.0,9.0,30,15,5.2352941180000006,1,7.0,1.7543859649122806
2358,1,1,4,1,9,916,395,449,93,246.0,14.0,14.0,33,9,8.785714286000001,1,10.0,2.2271714922048997
2359,0,1,4,0,8,1108,446,510,36,53.0,20.0,13.0,29,13,10.6,1,20.0,3.9215686274509802
2360,1,1,4,1,8,886,453,505,87,608.0,25.0,20.0,29,7,13.51111111,1,38.0,7.524752475247524
2362,0,1,3,0,4,530,295,319,82,242.0,12.0,9.0,32,7,7.5625,1,11.0,3.4482758620689653
2364,1,1,5,0,8,1682,693,772,18,25.0,25.0,25.0,37,5,25.0,1,150.0,19.4300518134715
2367,0,1,3,0,2,783,248,259,55,87.0,10.0,10.0,31,6,7.25,1,11.0,4.247104247104247
2368,1,1,2,0,3,585,325,371,50,90.0,11.0,10.0,32,5,9.0,1,10.0,2.6954177897574128
2369,1,1,4,1,8,1084,510,518,49,91.0,10.0,10.0,32,1,7.583333333,1,8.0,1.5444015444015444
2371,1,1,4,1,8,634,310,394,28,41.0,24.0,24.0,29,9,10.25,1,30.0,7.614213197969544
2375,0,1,4,0,8,1481,413,472,27,32.0,5.0,4.0,34,1,4.0,1,4.0,0.847457627118644
2376,0,1,6,0,8,1081,421,542,24,46.0,10.0,8.0,31,1,7.666666667,1,5.0,0.9225092250922509
2381,1,1,4,1,8,2636,409,533,51,69.0,15.0,15.0,37,2,9.857142857000001,1,5.0,0.9380863039399625
2382,1,1,3,1,8,565,299,319,28,79.0,20.0,20.0,31,2,11.28571429,1,12.0,3.761755485893417
2384,1,1,6,0,8,538,384,419,36,60.0,12.0,12.0,34,4,8.571428571,1,10.0,2.386634844868735
2385,1,1,1,1,6,961,363,409,32,31.0,16.0,16.0,36,23,10.33333333,1,10.0,2.444987775061125
2386,1,1,4,0,8,363,308,311,30,73.0,20.0,7.0,35,2,8.111111111,1,15.0,4.823151125401929
2387,1,1,1,1,5,632,402,421,75,185.0,13.0,10.0,17,3,8.80952381,1,10.0,2.375296912114014
2388,1,1,4,0,4,1715,479,540,67,137.0,10.0,10.0,31,12,7.6111111110000005,1,5.0,0.9259259259259258
2389,1,1,3,1,7,634,429,426,64,72.5,10.0,10.0,30,8,5.576923077000001,1,10.0,2.3474178403755865
2390,1,1,5,0,9,1366,754,724,69,105.0,10.0,5.0,30,18,6.5625,1,10.0,1.3812154696132597
2391,0,1,3,1,8,408,295,310,68,100.0,5.0,3.0,18,12,4.347826087,1,5.0,1.6129032258064515
2392,1,1,7,1,8,1726,530,593,23,115.0,50.0,50.0,30,7,28.75,1,30.0,5.059021922428331
2395,1,1,5,1,4,567,304,354,63,98.0,25.0,25.0,33,8,10.88888889,1,30.0,8.47457627118644
2397,1,1,6,1,9,5067,1105,1002,46,107.0,20.0,20.0,36,3,13.375,1,30.0,2.9940119760479043
2398,1,1,4,1,6,1602,452,485,71,69.25,6.0,5.0,34,7,3.297619048,1,5.0,1.0309278350515463
2399,0,1,2,1,8,271,221,255,35,62.0,7.0,3.0,28,5,5.166666667,1,5.0,1.9607843137254901
2401,0,1,2,1,4,228,273,290,52,245.0,20.0,20.0,28,11,14.41176471,1,20.0,6.896551724137931
2402,1,1,5,0,8,1893,619,660,22,24.0,10.0,3.0,28,3,4.8,1,4.5,0.6818181818181818
2403,0,1,5,1,0,1023,178,229,63,286.0,25.0,24.0,25,3,17.875,1,20.0,8.73362445414847
2404,1,1,2,0,2,430,318,368,77,147.0,12.0,0.0,17,13,8.647058824,1,5.0,1.358695652173913
2405,1,1,4,1,8,503,314,311,36,33.0,10.0,6.0,33,3,4.714285714,1,5.0,1.607717041800643
2407,1,1,4,1,6,612,393,428,80,160.0,7.0,3.0,28,6,4.848484849,1,4.0,0.9345794392523363
2408,1,1,1,1,0,248,209,238,70,105.0,25.0,25.0,31,15,5.0,1,5.0,2.100840336134454
2410,0,1,2,1,2,489,274,304,144,1622.0,1000.0,5.0,24,5,23.85294118,1,8.0,2.631578947368421
2415,0,1,3,0,1,323,267,303,57,79.0,7.0,5.0,30,9,4.9375,1,4.0,1.3201320132013201
2416,0,1,2,1,1,367,228,275,38,81.0,11.0,10.0,31,0,9.0,1,10.0,3.6363636363636362
2421,0,1,2,0,8,964,433,505,28,68.0,10.0,10.0,29,6,7.555555556,1,10.0,1.9801980198019802
2422,1,1,2,1,8,588,271,335,23,25.0,15.0,5.0,32,8,8.333333332999999,1,10.0,2.9850746268656714
2423,1,1,7,0,8,3941,786,811,24,100.0,50.0,50.0,31,4,33.33333333,1,20.0,2.466091245376079
2428,1,1,4,1,8,1939,560,600,81,117.0,9.0,5.0,21,15,6.157894737,1,5.0,0.8333333333333334
2429,1,1,2,1,1,504,219,314,73,102.0,5.0,5.0,31,11,3.0,1,3.0,0.9554140127388535
2430,1,1,2,1,7,731,410,374,78,175.0,6.0,5.0,30,4,5.0,1,5.0,1.3368983957219251
2431,0,1,6,1,8,3976,1022,989,35,66.0,25.0,25.0,37,6,8.25,1,10.0,1.0111223458038423
2432,1,1,4,0,8,910,453,491,17,25.0,25.0,25.0,37,5,25.0,1,25.0,5.091649694501019
2434,0,1,3,0,8,900,398,425,36,83.0,20.0,19.0,31,11,16.6,1,23.0,5.411764705882352
2435,1,1,7,1,7,901,482,505,72,196.0,20.0,20.0,32,13,15.07692308,1,25.0,4.9504950495049505
2436,1,1,3,0,8,487,399,373,37,60.0,15.0,15.0,31,5,10.0,1,13.0,3.485254691689008
2438,1,1,5,1,8,957,506,528,19,23.0,15.0,15.0,29,8,11.5,1,15.0,2.840909090909091
2440,0,1,2,0,5,1424,433,420,68,117.0,5.0,3.0,28,13,4.5,1,4.0,0.9523809523809524
2442,1,1,5,0,8,1126,591,636,34,73.0,10.0,6.0,28,4,6.6363636360000005,1,12.0,1.8867924528301887
2448,0,1,7,0,9,2564,516,640,54,119.0,11.0,8.0,28,3,7.933333332999999,1,9.0,1.40625
2449,1,1,3,1,8,1133,411,462,63,125.0,21.0,15.0,19,2,13.88888889,1,15.0,3.2467532467532463
2451,1,1,7,1,8,2197,579,626,71,125.0,10.0,7.0,29,5,5.952380952,1,6.0,0.9584664536741214
2452,1,1,5,1,8,1575,425,437,40,111.0,25.0,20.0,31,77,13.875,1,20.0,4.576659038901601
2453,1,1,3,1,8,379,254,284,49,66.0,7.0,5.0,29,3,5.076923077,1,5.0,1.7605633802816902
2454,1,1,6,0,6,656,374,387,55,96.0,15.0,15.0,29,2,9.6,1,18.0,4.651162790697675
2456,1,1,3,1,4,591,361,403,49,55.0,21.0,21.0,37,7,11.0,1,21.0,5.2109181141439205
2459,1,1,5,1,4,608,301,326,76,131.75,5.0,3.0,30,5,2.439814815,1,2.0,0.6134969325153374
2464,1,1,4,1,8,783,293,347,15,15.0,15.0,15.0,37,5,15.0,1,15.0,4.322766570605188
2465,1,1,7,1,8,3646,897,973,24,29.0,10.0,6.0,29,4,5.8,1,5.0,0.513874614594039
2468,1,1,4,0,7,498,335,368,45,74.0,10.0,5.0,32,9,5.285714286,1,5.0,1.358695652173913
2474,1,1,4,1,0,231,198,226,43,63.0,7.0,5.0,28,8,3.15,1,5.0,2.2123893805309733
2475,1,1,4,1,3,1581,321,369,45,76.0,15.0,15.0,32,1,9.5,1,15.0,4.0650406504065035
2478,1,1,5,0,8,736,253,284,31,125.0,25.0,25.0,35,5,25.0,1,25.0,8.80281690140845
2479,1,1,5,1,8,667,345,387,26,40.0,15.0,15.0,28,8,13.33333333,1,21.0,5.426356589147287
2480,1,1,4,1,8,1173,455,544,56,53.0,6.0,2.0,30,8,3.117647059,1,2.0,0.3676470588235294
2482,0,1,4,0,1,350,252,311,80,181.0,17.0,15.0,34,8,10.05555556,1,15.0,4.823151125401929
2483,1,1,5,0,8,2621,945,980,21,36.0,21.0,21.0,30,7,18.0,1,10.0,1.0204081632653061
2485,1,1,5,0,8,705,432,475,27,47.0,15.0,15.0,30,6,9.4,1,5.0,1.0526315789473684
2487,1,1,5,1,8,823,379,411,14,15.0,15.0,15.0,32,5,15.0,1,15.0,3.64963503649635
2491,0,1,2,0,8,652,225,289,23,26.0,16.0,16.0,30,7,13.0,1,25.0,8.650519031141869
2492,0,1,5,0,8,1243,504,590,27,28.0,10.0,8.0,31,8,7.0,1,12.0,2.0338983050847457
2493,1,1,5,0,4,1927,385,400,70,97.0,6.0,5.0,30,11,4.619047619,1,5.0,1.25
2494,1,1,7,1,8,1210,357,438,22,26.0,16.0,16.0,37,11,13.0,1,20.0,4.5662100456621
2502,1,1,4,1,3,462,270,307,95,2200.0,100.0,39.0,19,62,26.82926829,1,47.0,15.309446254071663
2504,1,1,3,0,6,1110,353,405,64,350.0,100.0,100.0,21,11,31.81818182,1,50.0,12.345679012345679
2505,1,1,5,0,8,1146,372,505,45,105.0,10.0,5.0,30,8,7.5,1,10.0,1.9801980198019802
2507,1,1,7,1,8,1592,682,724,46,89.0,30.0,19.0,34,11,22.25,1,20.0,2.7624309392265194
2514,0,1,1,1,8,343,237,273,69,80.0,6.0,6.0,30,7,4.444444444,1,5.0,1.8315018315018317
2515,1,1,4,1,8,740,466,481,29,71.0,16.0,15.0,37,3,14.2,1,15.0,3.118503118503119
